model_rollout_seconds,one_step_mae,one_step_relative_rmse,one_step_rmse,rollout_mae,rollout_relative_rmse,rollout_rmse,rollout_steps,solver_seconds
0.5625859592109919,0.0011130792554467916,0.10629785805940628,0.007874149829149246,0.018760597333312035,1.0083093643188477,0.07450494170188904,199.0,0.022187286987900734
0.45036787539720535,0.0011895676143467426,0.10050145536661148,0.008600163273513317,0.021326560527086258,1.0105341672897339,0.08625759184360504,199.0,0.027889213990420103
0.39729682076722383,0.0011876405915245414,0.09673042595386505,0.008236497640609741,0.021313287317752838,1.0104397535324097,0.08582264184951782,199.0,0.029382870998233557
0.39927414571866393,0.0011952220229431987,0.1060328409075737,0.009133280254900455,0.021367846056818962,1.0099972486495972,0.08677978068590164,199.0,0.034162094816565514
0.3165604379028082,0.0012035295367240906,0.10342373698949814,0.007950056344270706,0.019638609141111374,1.012265682220459,0.07761695235967636,199.0,0.025630691088736057
0.3318540523760021,0.0012282644165679812,0.10556474328041077,0.008491573855280876,0.020391035825014114,1.0115456581115723,0.0811646357178688,199.0,0.036471928004175425
0.3225898421369493,0.0011338518233969808,0.09790487587451935,0.007788121234625578,0.019488895311951637,1.006715178489685,0.07988165318965912,199.0,0.026540847960859537
0.33265938283875585,0.001150282216258347,0.10507388412952423,0.008726050145924091,0.02032402902841568,1.0066521167755127,0.08339007198810577,199.0,0.03574002720415592
0.3355898349545896,0.0011498600943014026,0.10080759972333908,0.008371093310415745,0.020315881818532944,1.0063971281051636,0.08336241543292999,199.0,0.031231642235070467
0.37749753473326564,0.0011154430685564876,0.11280133575201035,0.008502096869051456,0.018659478053450584,1.0081967115402222,0.07580000162124634,199.0,0.019585789181292057
0.3216015729121864,0.0011315111769363284,0.11452063918113708,0.009051213040947914,0.019410811364650726,1.0071831941604614,0.07940421253442764,199.0,0.033401132095605135
0.3199202846735716,0.001137970364652574,0.10510874539613724,0.008500936441123486,0.01992066018283367,1.0087339878082275,0.08137979358434677,199.0,0.025162171106785536
0.33091027894988656,0.0011498890817165375,0.09598653763532639,0.007995408959686756,0.020640797913074493,1.008249044418335,0.08377418667078018,199.0,0.034698647912591696
0.3326916377991438,0.0011745716910809278,0.11007437109947205,0.008768142201006413,0.020080864429473877,1.0110561847686768,0.08033572137355804,199.0,0.03542331513017416
0.32118555484339595,0.0011231520911678672,0.10559465736150742,0.008097697980701923,0.019298681989312172,1.008542537689209,0.07714823633432388,199.0,0.03706210572272539
