metric,fno,pino
one_step_rmse,0.007789733429025445,0.008049652727398401
one_step_mae,0.002037486113840714,0.0018954322618406473
one_step_relative_rmse,0.12253562083674802,0.12667475872569614
rollout_rmse,0.06555607131578856,0.06667568694489698
rollout_mae,0.024646133230999113,0.026515441615548398
rollout_relative_rmse,1.019582498073578,1.07464390165276
model_steps_per_second,714.0098143930098,521.2623262342286
