metric,fno,pino
one_step_rmse,0.011873182957060635,0.011631855421001092
one_step_mae,0.00312156266591046,0.002793426494463347
one_step_relative_rmse,0.18528370606148659,0.17440691478148632
rollout_rmse,0.082204231293872,0.08106127078644931
rollout_mae,0.031494800467044115,0.029971925308927894
rollout_relative_rmse,1.418327832795959,1.2813653468530912
model_steps_per_second,883.6035440740206,916.133269812322
